Bolid{tempEngine=101.36639475362807, tirePressure=22.38213502742296, oilPressure=305.11154419830586}
Bolid{tempEngine=101.85424285178232, tirePressure=19.87489072892224, oilPressure=286.22112994789995}
Bolid{tempEngine=98.67220773806064, tirePressure=19.712148751418447, oilPressure=284.7272404329726}
Bolid{tempEngine=102.67945723960236, tirePressure=21.50673231358916, oilPressure=262.56059741988054}
Bolid{tempEngine=96.37459232486677, tirePressure=21.984559499137827, oilPressure=390.57021147764794}
Bolid{tempEngine=93.20142727798515, tirePressure=19.524469304167535, oilPressure=407.4809123188454}
Bolid{tempEngine=102.04987346024367, tirePressure=20.875696870557633, oilPressure=248.99373695704963}
Bolid{tempEngine=94.32248628802539, tirePressure=21.308703727819587, oilPressure=377.18424946646417}
Bolid{tempEngine=91.05935747115402, tirePressure=19.279285881415728, oilPressure=323.88760043450833}
Bolid{tempEngine=101.22986036766164, tirePressure=20.966327695249152, oilPressure=386.37207120583565}
Bolid{tempEngine=98.92129802656095, tirePressure=21.370281728252422, oilPressure=359.7210666748449}
Bolid{tempEngine=98.15253704481245, tirePressure=23.1561795446851, oilPressure=206.4717873163667}
Bolid{tempEngine=95.48772309720563, tirePressure=21.77436695140868, oilPressure=396.77816809697345}
Bolid{tempEngine=100.33811912897663, tirePressure=19.97379876915034, oilPressure=228.8267178467058}
Bolid{tempEngine=91.83058991242105, tirePressure=20.872122571178043, oilPressure=211.83970328265937}
Bolid{tempEngine=92.19492063383797, tirePressure=22.36736610709133, oilPressure=199.74193508937117}
Bolid{tempEngine=98.93235469369847, tirePressure=23.88005202630262, oilPressure=229.80769203050158}
Bolid{tempEngine=93.95032306455767, tirePressure=21.96214620821149, oilPressure=292.7098043995317}
Bolid{tempEngine=103.60763764505045, tirePressure=21.959326098994783, oilPressure=196.44487775457435}
Bolid{tempEngine=95.65210664537248, tirePressure=19.792717292528454, oilPressure=234.534902571496}
Bolid{tempEngine=92.17463061258556, tirePressure=20.06965993715913, oilPressure=226.69985247662595}
Bolid{tempEngine=94.77913058260708, tirePressure=23.899232540306915, oilPressure=278.0671976632343}
Bolid{tempEngine=94.51655980733285, tirePressure=19.74964119418086, oilPressure=315.89976535495856}
Bolid{tempEngine=101.83097316810823, tirePressure=23.544384131669744, oilPressure=213.98229146535724}
Bolid{tempEngine=101.47190540371821, tirePressure=22.100860241350745, oilPressure=203.267908761764}
Bolid{tempEngine=100.25159044361064, tirePressure=19.25260001973426, oilPressure=357.9754809318713}
Bolid{tempEngine=96.60336184833065, tirePressure=22.880684763120406, oilPressure=303.7382111093065}
Bolid{tempEngine=98.58680135880999, tirePressure=23.43439603321037, oilPressure=377.40090842129445}
Bolid{tempEngine=103.20985532791875, tirePressure=19.68507418220913, oilPressure=214.85492550576805}
Bolid{tempEngine=100.22938130166087, tirePressure=22.190307934905203, oilPressure=304.3356319015438}
Bolid{tempEngine=100.87314511038659, tirePressure=22.996155336915283, oilPressure=241.22514736988825}
Bolid{tempEngine=100.28852534727122, tirePressure=22.877502775403936, oilPressure=385.31704176909443}
Bolid{tempEngine=96.89858752365471, tirePressure=23.596824200318387, oilPressure=386.9769279918437}
Bolid{tempEngine=96.81952532633623, tirePressure=22.02580535918571, oilPressure=306.2699190874099}
Bolid{tempEngine=98.34639356149813, tirePressure=21.860449233079773, oilPressure=305.63462797649436}
Bolid{tempEngine=97.75513183242865, tirePressure=20.72068422879121, oilPressure=209.65975620889645}
Bolid{tempEngine=99.37511364506518, tirePressure=23.970941908046804, oilPressure=405.73311331745185}
Bolid{tempEngine=99.06164483465267, tirePressure=21.314516964390286, oilPressure=289.8158915908688}
Bolid{tempEngine=93.0146344666961, tirePressure=20.271419798975803, oilPressure=389.1626649594803}
Bolid{tempEngine=99.86743072380665, tirePressure=23.65271818795564, oilPressure=349.387593514306}
Bolid{tempEngine=95.08418988841046, tirePressure=20.623867008982632, oilPressure=335.42166030110667}
Bolid{tempEngine=100.02220788602864, tirePressure=22.347189020116982, oilPressure=292.1031599299948}
Bolid{tempEngine=102.64196376713346, tirePressure=19.831887006450803, oilPressure=384.99801380388544}
Bolid{tempEngine=98.54206757118706, tirePressure=20.013751241738824, oilPressure=226.3188645855295}
Bolid{tempEngine=90.9817010630145, tirePressure=21.6692095225378, oilPressure=238.80841257500427}
Bolid{tempEngine=97.80484609872005, tirePressure=19.521601450248355, oilPressure=306.1223519621113}
Bolid{tempEngine=90.77878586396793, tirePressure=22.04724724935341, oilPressure=218.0294135639546}
Bolid{tempEngine=100.4274963054826, tirePressure=19.15629489816511, oilPressure=191.68731839062463}
Bolid{tempEngine=101.26021712986704, tirePressure=23.700952155010462, oilPressure=372.84015922362636}
Bolid{tempEngine=100.85671168869735, tirePressure=21.986391185615908, oilPressure=272.2503703348221}
Bolid{tempEngine=95.12420314418435, tirePressure=20.5510223161071, oilPressure=322.703311516391}
Bolid{tempEngine=101.46811641508589, tirePressure=20.104222835020945, oilPressure=292.4647263330126}
Bolid{tempEngine=91.69292703219901, tirePressure=19.643578201388323, oilPressure=286.5801074452174}
Bolid{tempEngine=94.35618928381044, tirePressure=19.262648465506476, oilPressure=388.5215450635097}
Bolid{tempEngine=97.84464315105824, tirePressure=19.062600052521525, oilPressure=251.43996410673708}
Bolid{tempEngine=97.2427975075771, tirePressure=20.802354617704516, oilPressure=401.8496511721837}
Bolid{tempEngine=100.97309190036242, tirePressure=23.921836556450373, oilPressure=235.05387277273417}
Bolid{tempEngine=93.95592606716383, tirePressure=19.792819707843968, oilPressure=225.77363048549603}
Bolid{tempEngine=90.97378291788903, tirePressure=23.688273092459603, oilPressure=405.1913040218201}
Bolid{tempEngine=94.90868399683895, tirePressure=22.31269426329031, oilPressure=218.54933383466195}
Bolid{tempEngine=101.42328202971514, tirePressure=20.616128286768735, oilPressure=345.2346799754994}
Bolid{tempEngine=99.7924155398929, tirePressure=19.572801015837612, oilPressure=302.8162303683668}
Bolid{tempEngine=101.85604143793742, tirePressure=21.261896044477112, oilPressure=342.3617178659925}
Bolid{tempEngine=98.07310811553744, tirePressure=20.533712117543214, oilPressure=240.5613253995894}
Bolid{tempEngine=93.53880035361942, tirePressure=23.603664698054278, oilPressure=276.57858947409693}
Bolid{tempEngine=95.45395176897324, tirePressure=21.457947469680793, oilPressure=317.0523522292233}
Bolid{tempEngine=92.80879438592477, tirePressure=22.619329997389105, oilPressure=334.73621529947786}
Bolid{tempEngine=96.9615218194065, tirePressure=19.3079528443863, oilPressure=373.39985980775805}
Bolid{tempEngine=103.67940619788503, tirePressure=23.374508429629074, oilPressure=317.362663643487}
Bolid{tempEngine=92.94150846246345, tirePressure=23.72510620802103, oilPressure=330.7259544488128}
Bolid{tempEngine=92.27537839846438, tirePressure=22.446110844002355, oilPressure=237.38756245184175}
Bolid{tempEngine=94.48281393343044, tirePressure=20.8594283775818, oilPressure=405.0485038880587}
Bolid{tempEngine=103.52226972949718, tirePressure=20.866187683888207, oilPressure=326.27778941186557}
Bolid{tempEngine=93.30402740942779, tirePressure=19.532992120032382, oilPressure=345.92836300275417}
Bolid{tempEngine=98.84159692410854, tirePressure=22.04632143808007, oilPressure=205.33829773867987}
Bolid{tempEngine=98.01659239118769, tirePressure=23.35832669261869, oilPressure=217.47327596224477}
Bolid{tempEngine=103.01655033656507, tirePressure=19.993669631511334, oilPressure=252.44901203104064}
Bolid{tempEngine=102.27362839580428, tirePressure=20.56428573552262, oilPressure=388.3570946162607}
Bolid{tempEngine=95.53995591379538, tirePressure=23.596291075826365, oilPressure=210.99836284794148}
Bolid{tempEngine=93.03593881162757, tirePressure=23.849266556031825, oilPressure=348.6594873394441}
Bolid{tempEngine=95.7375712231548, tirePressure=19.104155187682203, oilPressure=243.49480634828802}
Bolid{tempEngine=92.53565002933138, tirePressure=23.18181380746417, oilPressure=278.7088718144349}
Bolid{tempEngine=95.29646327719931, tirePressure=19.646511616157277, oilPressure=278.5900728175665}
Bolid{tempEngine=99.98706805013295, tirePressure=21.08177642369057, oilPressure=343.62128235974944}
Bolid{tempEngine=99.63781643614666, tirePressure=23.112801478474477, oilPressure=280.74564502241844}
Bolid{tempEngine=94.60612925746372, tirePressure=23.627428926656574, oilPressure=389.4744546672564}
Bolid{tempEngine=96.20053722658494, tirePressure=20.548656840743163, oilPressure=237.29818888752075}
Bolid{tempEngine=98.15425901479705, tirePressure=22.191743537803774, oilPressure=311.7838257992263}
Bolid{tempEngine=90.97197847647564, tirePressure=23.159313981163805, oilPressure=305.861033230409}
Bolid{tempEngine=103.48513676120983, tirePressure=20.829734148633317, oilPressure=308.265249846579}
Bolid{tempEngine=100.27744888918318, tirePressure=23.78400299631603, oilPressure=377.5402911048765}
Bolid{tempEngine=90.67671370072775, tirePressure=22.77824436589075, oilPressure=253.43235256706592}
Bolid{tempEngine=103.41013559383627, tirePressure=19.80616047087626, oilPressure=223.00883080887868}
Bolid{tempEngine=94.59495715819831, tirePressure=23.156957878451117, oilPressure=365.0981954322138}
Bolid{tempEngine=95.91148866438554, tirePressure=19.203694455114196, oilPressure=410.19841821734315}
Bolid{tempEngine=96.07154111882271, tirePressure=21.661244777308873, oilPressure=266.72606942799564}
Bolid{tempEngine=96.25876230360211, tirePressure=23.163520033177306, oilPressure=371.1260696357948}
Bolid{tempEngine=95.17304196191935, tirePressure=21.567834890181302, oilPressure=333.10438527321395}
Bolid{tempEngine=90.19588585648007, tirePressure=23.979708922898745, oilPressure=227.91842361233296}
Bolid{tempEngine=101.8546842126956, tirePressure=23.253762352539972, oilPressure=310.18207754835515}
Bolid{tempEngine=93.03234052460081, tirePressure=21.18129943202021, oilPressure=354.20014982379473}
Bolid{tempEngine=102.09410020291841, tirePressure=19.162402255588237, oilPressure=342.7550249036151}
Bolid{tempEngine=102.66463529828499, tirePressure=19.459917390559006, oilPressure=305.04149998488515}
Bolid{tempEngine=96.26297800999446, tirePressure=20.47701827601341, oilPressure=277.4363010031083}
Bolid{tempEngine=91.73500395145172, tirePressure=19.814056082736016, oilPressure=359.8472215169217}
Bolid{tempEngine=96.79615705448057, tirePressure=22.90565187744496, oilPressure=278.353213713041}
Bolid{tempEngine=101.77699425772909, tirePressure=20.83072886783126, oilPressure=206.2552461115427}
Bolid{tempEngine=91.3442495247556, tirePressure=21.899454952669714, oilPressure=363.90669609163274}
Bolid{tempEngine=101.10887400236562, tirePressure=21.480183523989115, oilPressure=232.99864511638862}
Bolid{tempEngine=91.63901728104224, tirePressure=22.262045701778174, oilPressure=387.8019562225217}
Bolid{tempEngine=90.98063387070508, tirePressure=23.608771395338252, oilPressure=383.07862707956326}
Bolid{tempEngine=95.75853542925053, tirePressure=19.636944136631556, oilPressure=265.24657793140295}
Bolid{tempEngine=103.57253126145119, tirePressure=23.2415996304224, oilPressure=323.66776033128383}
Bolid{tempEngine=96.75598053248366, tirePressure=19.444720722630116, oilPressure=263.53096046895945}
Bolid{tempEngine=98.05248405894858, tirePressure=21.22232376338472, oilPressure=398.1904489101265}
Bolid{tempEngine=101.52216787526874, tirePressure=22.876701350711635, oilPressure=240.2074560106393}
Bolid{tempEngine=101.0045855243983, tirePressure=23.917781017195786, oilPressure=231.3055795242696}
Bolid{tempEngine=97.60185647364135, tirePressure=22.40121523755973, oilPressure=224.72540870132946}
Bolid{tempEngine=91.62765518160084, tirePressure=20.68137336592624, oilPressure=257.7309437637712}
Bolid{tempEngine=96.9795753431032, tirePressure=19.693394897568325, oilPressure=226.45084784567177}
Bolid{tempEngine=90.11846791421667, tirePressure=20.77067158161638, oilPressure=374.9947105183127}
Bolid{tempEngine=100.22120757837219, tirePressure=22.837483410535818, oilPressure=256.8018158661796}
Bolid{tempEngine=97.7585467395817, tirePressure=21.940092334854597, oilPressure=216.63998458950704}
Bolid{tempEngine=97.46384013164634, tirePressure=20.483639135801624, oilPressure=243.38310276235782}
Bolid{tempEngine=96.48417290806144, tirePressure=19.665865304931522, oilPressure=228.7073736975986}
Bolid{tempEngine=100.73444149678329, tirePressure=23.438610501593036, oilPressure=398.4385245100032}
Bolid{tempEngine=103.18524508379984, tirePressure=20.49200245577541, oilPressure=220.99979975709292}
Bolid{tempEngine=92.92800594774191, tirePressure=22.11490585592033, oilPressure=248.5818370969876}
Bolid{tempEngine=98.65686411581393, tirePressure=19.61998349804249, oilPressure=282.92613805610296}
Bolid{tempEngine=94.72946988346006, tirePressure=21.10425139998747, oilPressure=369.97980832587007}
Bolid{tempEngine=99.21512148905188, tirePressure=20.60942795686187, oilPressure=295.45724862534576}
Bolid{tempEngine=100.1581757590586, tirePressure=23.90708360512696, oilPressure=214.82664211325059}
Bolid{tempEngine=102.61775669196588, tirePressure=20.318744200979143, oilPressure=361.1893499839381}
Bolid{tempEngine=90.10147376301971, tirePressure=20.826939377394837, oilPressure=243.89451689383463}
Bolid{tempEngine=97.7705179388716, tirePressure=19.631706657989145, oilPressure=293.7452506477274}
Bolid{tempEngine=92.25583750210936, tirePressure=23.594335182764972, oilPressure=282.4355548528711}
Bolid{tempEngine=101.10403895388478, tirePressure=21.773201531457534, oilPressure=294.0137441997457}
Bolid{tempEngine=100.58741090037937, tirePressure=21.809859243222434, oilPressure=358.9423116051137}
Bolid{tempEngine=90.69819049097718, tirePressure=23.599246702507514, oilPressure=329.6126853952694}
Bolid{tempEngine=92.75085728594374, tirePressure=21.41844550952063, oilPressure=375.52263451030433}
Bolid{tempEngine=101.23903080306476, tirePressure=23.023513004393763, oilPressure=199.10229143559627}
Bolid{tempEngine=94.77005892621816, tirePressure=20.557276736690138, oilPressure=383.4780857917537}
Bolid{tempEngine=94.99716222154775, tirePressure=22.403996133948763, oilPressure=252.89450919039973}
Bolid{tempEngine=93.94611965339934, tirePressure=23.570814996529457, oilPressure=315.94777192912056}
Bolid{tempEngine=95.1444670259248, tirePressure=21.21976464610532, oilPressure=324.9448830206494}
Bolid{tempEngine=100.80785223244912, tirePressure=23.83450363158635, oilPressure=366.9394920760672}
Bolid{tempEngine=98.64978121797189, tirePressure=19.997450615705755, oilPressure=214.1894414864045}
Bolid{tempEngine=99.71115691434224, tirePressure=22.185543265555562, oilPressure=320.2253207463717}
Bolid{tempEngine=93.31938319121235, tirePressure=20.837504633286883, oilPressure=362.4398820082878}
Bolid{tempEngine=101.58020344633046, tirePressure=21.10681083396325, oilPressure=256.26965445649085}
Bolid{tempEngine=97.0292137034832, tirePressure=19.96587370685767, oilPressure=343.97394182767755}
Bolid{tempEngine=95.17653224433404, tirePressure=23.00965101488625, oilPressure=328.1559860410737}
Bolid{tempEngine=95.01382594141887, tirePressure=19.36672334285113, oilPressure=356.9725501523983}
Bolid{tempEngine=92.0052652000977, tirePressure=21.932449837884242, oilPressure=289.39960784805527}
Bolid{tempEngine=95.2669414326092, tirePressure=19.500056248700094, oilPressure=215.80958877605036}
Bolid{tempEngine=93.65000431672902, tirePressure=23.007477184611314, oilPressure=208.88059155716024}
Bolid{tempEngine=94.65528946510469, tirePressure=22.20226671595491, oilPressure=196.44142988407944}
Bolid{tempEngine=96.6711667181957, tirePressure=19.876163263381336, oilPressure=341.379543849626}
Bolid{tempEngine=101.33354612861541, tirePressure=22.262397328692934, oilPressure=340.1120999998327}
Bolid{tempEngine=99.83798829402758, tirePressure=23.5369397448177, oilPressure=338.14280900711503}
Bolid{tempEngine=96.58586870936115, tirePressure=20.666652992502325, oilPressure=245.20948121052643}
Bolid{tempEngine=98.7297572931457, tirePressure=23.98067025763675, oilPressure=300.9630811744939}
Bolid{tempEngine=99.9656799434459, tirePressure=22.451736592870084, oilPressure=215.88643821203567}
Bolid{tempEngine=103.17879205243607, tirePressure=22.99531113450478, oilPressure=293.7258932624534}
Bolid{tempEngine=100.44212752175534, tirePressure=22.209483631660646, oilPressure=269.9614624655152}
Bolid{tempEngine=101.50162549825951, tirePressure=19.518172462413826, oilPressure=221.70498479152062}
Bolid{tempEngine=92.82487244239188, tirePressure=20.468531072260905, oilPressure=367.29575292236507}
Bolid{tempEngine=94.55299982787251, tirePressure=22.511870324184482, oilPressure=254.80044208622706}
Bolid{tempEngine=96.48136832336026, tirePressure=19.518699805228184, oilPressure=301.6416408953223}
Bolid{tempEngine=101.31805283669351, tirePressure=19.90683857729909, oilPressure=305.3553219170543}
Bolid{tempEngine=93.09385415645386, tirePressure=23.133659075771764, oilPressure=248.56676575861343}
Bolid{tempEngine=98.68039404130955, tirePressure=23.617462754791898, oilPressure=361.31276925845407}
Bolid{tempEngine=94.47773660840612, tirePressure=19.836811246953843, oilPressure=402.74792632131255}
Bolid{tempEngine=100.68054525901294, tirePressure=23.71274237081932, oilPressure=367.96204267949463}
Bolid{tempEngine=95.59750739627749, tirePressure=22.388400217076523, oilPressure=389.3046965193207}
Bolid{tempEngine=98.67487158040386, tirePressure=21.188664161866814, oilPressure=281.56777999689155}
Bolid{tempEngine=100.83263219673705, tirePressure=19.708026139836797, oilPressure=214.43137273307093}
Bolid{tempEngine=94.78857716536031, tirePressure=20.870968290025058, oilPressure=385.362656403483}
Bolid{tempEngine=94.5930949761, tirePressure=20.6841612149963, oilPressure=352.2993006450879}
Bolid{tempEngine=94.06978614945535, tirePressure=20.386467835217502, oilPressure=340.13916851619894}
Bolid{tempEngine=98.103888223369, tirePressure=22.473589092106753, oilPressure=256.41355693339005}
Bolid{tempEngine=91.22945542966751, tirePressure=20.006099406166165, oilPressure=230.10179541012226}
Bolid{tempEngine=101.2704230057398, tirePressure=21.816249147801674, oilPressure=294.3501529715192}
Bolid{tempEngine=95.13322306732445, tirePressure=22.180494201143816, oilPressure=212.44745785193612}
Bolid{tempEngine=97.02283932152129, tirePressure=23.39027121275939, oilPressure=377.0078779606081}
Bolid{tempEngine=96.00589518787332, tirePressure=22.720639846970155, oilPressure=371.8761202637427}
Bolid{tempEngine=91.05852916754695, tirePressure=19.257139363179032, oilPressure=385.3656893672436}
Bolid{tempEngine=97.68016859279427, tirePressure=23.115479080477286, oilPressure=206.24537946894404}
Bolid{tempEngine=99.32797246937274, tirePressure=21.785832035304658, oilPressure=351.26427166175756}
Bolid{tempEngine=96.14673492675868, tirePressure=23.746475814045414, oilPressure=306.14276249168626}
Bolid{tempEngine=98.75381559836046, tirePressure=21.362185500195057, oilPressure=332.96963011655043}
Bolid{tempEngine=103.9460102287931, tirePressure=21.47013436839012, oilPressure=379.8568925140865}
Bolid{tempEngine=102.61347586087197, tirePressure=21.2833520646525, oilPressure=345.6433458218191}
Bolid{tempEngine=96.90606156673816, tirePressure=22.891958719598495, oilPressure=235.41994408412734}
Bolid{tempEngine=101.43700782731341, tirePressure=23.71505106203056, oilPressure=195.20237601482833}
Bolid{tempEngine=98.57810971866203, tirePressure=19.193315678155738, oilPressure=330.0181462873437}
Bolid{tempEngine=102.76626945101643, tirePressure=19.64374733386774, oilPressure=392.7499608153335}
Bolid{tempEngine=93.307641522341, tirePressure=19.24946105927841, oilPressure=337.6847757915169}
Bolid{tempEngine=92.68667867627622, tirePressure=19.813675833392686, oilPressure=199.88095175334246}
Bolid{tempEngine=101.21937190148907, tirePressure=23.00527304712282, oilPressure=303.2198517784886}
Bolid{tempEngine=94.58329869523418, tirePressure=21.610914967293926, oilPressure=396.7775910651883}
Bolid{tempEngine=94.1579602818338, tirePressure=19.27710459034846, oilPressure=241.25063862501946}
Bolid{tempEngine=99.3992193203953, tirePressure=20.388983130901757, oilPressure=398.4165380832137}
Bolid{tempEngine=103.63967726698975, tirePressure=19.80604104991256, oilPressure=253.14530209617175}
Bolid{tempEngine=91.00299567268965, tirePressure=23.45259135807889, oilPressure=319.1915575305356}
Bolid{tempEngine=96.61558314822081, tirePressure=20.090569493612755, oilPressure=261.61529754201587}
Bolid{tempEngine=90.72629648523119, tirePressure=21.69247966840802, oilPressure=191.33888090397804}
Bolid{tempEngine=103.96284804405076, tirePressure=21.22541446454229, oilPressure=326.64680530755004}
Bolid{tempEngine=93.2422230704481, tirePressure=20.043330129000914, oilPressure=353.23865657486493}
Bolid{tempEngine=92.40258545001164, tirePressure=19.22764787357749, oilPressure=201.35391184566458}
Bolid{tempEngine=99.65452501243698, tirePressure=23.601593319470958, oilPressure=252.69568414424793}
Bolid{tempEngine=93.44111312491144, tirePressure=23.560080720647154, oilPressure=323.2708672955375}
